Date,variable,Scenario,value
2023-05-31,CFO Non-cash Charges,VIVA EVE - Expansion,38647.22466416124
2023-06-30,Cash Balance,VIVA EVE - Expansion,4924578.191029671
2023-06-30,Locations,VIVA EVE - Expansion,5.0
2023-06-30,Exam Room Available Hours,VIVA EVE - Expansion,11093.392857142857
2023-06-30,Exam Room Hours,VIVA EVE - Expansion,23664.0
2023-06-30,Exam Rooms,VIVA EVE - Expansion,34.0
2023-06-30,Medical Support Staff,VIVA EVE - Expansion,76.0
2023-06-30,Staff Employees,VIVA EVE - Expansion,22.0
2023-06-30,Total Employees,VIVA EVE - Expansion,112.0
2023-06-30,Ad Dollars,VIVA EVE - Expansion,270451.1932603074
2023-06-30,Impressions,VIVA EVE - Expansion,12406018.039463643
2023-06-30,Clicks,VIVA EVE - Expansion,253082.76800505834
2023-06-30,Prospects,VIVA EVE - Expansion,7390.0168257477035
2023-06-30,Leads,VIVA EVE - Expansion,4103.6763433377
2023-06-30,Opportunities,VIVA EVE - Expansion,779.698505234163
2023-06-30,New Visits,VIVA EVE - Expansion,380.95
2023-06-30,Visits,VIVA EVE - Expansion,2005.0
2023-06-30,Patient Available Hours,VIVA EVE - Expansion,609.4712499999999
2023-06-30,Provider Available Hours,VIVA EVE - Expansion,616.25
2023-06-30,Actual Hours Worked,VIVA EVE - Expansion,616.25
2023-06-30,Scheduled Hours,VIVA EVE - Expansion,616.25
2023-06-30,Provider,VIVA EVE - Expansion,14.0
2023-06-30,Net Revenue,VIVA EVE - Expansion,3055304.7783166636
2023-06-30,Gross Revenue,VIVA EVE - Expansion,21823605.55940474
2023-06-30,Procedures,VIVA EVE - Expansion,11027.5
2023-06-30,Visits(excess),VIVA EVE - Expansion,2005.0
2023-06-30,Net Income,VIVA EVE - Expansion,445147.2412179019
2023-06-30,EBT,VIVA EVE - Expansion,450984.7334788372
2023-06-30,EBIT,VIVA EVE - Expansion,455140.2880050146
2023-06-30,EBITDA,VIVA EVE - Expansion,493759.1309612081
2023-06-30,Free Cash Flow,VIVA EVE - Expansion,1126125.7966727866
2023-06-30,CFO,VIVA EVE - Expansion,1131225.8066727866
2023-06-30,CFI,VIVA EVE - Expansion,-3500.0
2023-06-30,CFO+CFI,VIVA EVE - Expansion,1127725.8066727866
2023-06-30,CFO Additions to Working Capital,VIVA EVE - Expansion,483766.0841740954
2023-06-30,CFO Non-cash Charges,VIVA EVE - Expansion,38618.84295619347
2023-07-31,Cash Balance,VIVA EVE - Expansion,3656581.869020708
2023-07-31,Locations,VIVA EVE - Expansion,6.0
2023-07-31,Exam Room Available Hours,VIVA EVE - Expansion,11093.392857142857
2023-07-31,Exam Room Hours,VIVA EVE - Expansion,26640.0
2023-07-31,Exam Rooms,VIVA EVE - Expansion,37.0
2023-07-31,Medical Support Staff,VIVA EVE - Expansion,77.0
2023-07-31,Staff Employees,VIVA EVE - Expansion,22.0
2023-07-31,Total Employees,VIVA EVE - Expansion,113.0
2023-07-31,Ad Dollars,VIVA EVE - Expansion,303334.65708536597
2023-07-31,Impressions,VIVA EVE - Expansion,13914433.811255319
2023-07-31,Clicks,VIVA EVE - Expansion,283854.4497496085
2023-07-31,Prospects,VIVA EVE - Expansion,8288.54993268857
2023-07-31,Leads,VIVA EVE - Expansion,4602.631777621963
2023-07-31,Opportunities,VIVA EVE - Expansion,874.500037748173
2023-07-31,New Visits,VIVA EVE - Expansion,393.87
2023-07-31,Visits,VIVA EVE - Expansion,2073.0
2023-07-31,Patient Available Hours,VIVA EVE - Expansion,756.585
2023-07-31,Provider Available Hours,VIVA EVE - Expansion,765.0
2023-07-31,Actual Hours Worked,VIVA EVE - Expansion,765.0
2023-07-31,Scheduled Hours,VIVA EVE - Expansion,765.0
2023-07-31,Provider,VIVA EVE - Expansion,14.0
2023-07-31,Net Revenue,VIVA EVE - Expansion,3180245.3601283627
2023-07-31,Gross Revenue,VIVA EVE - Expansion,22716038.28663116
2023-07-31,Procedures,VIVA EVE - Expansion,11401.5
2023-07-31,Visits(excess),VIVA EVE - Expansion,2073.0
2023-07-31,Net Income,VIVA EVE - Expansion,497619.26954324776
2023-07-31,EBT,VIVA EVE - Expansion,503456.6065338521
2023-07-31,EBIT,VIVA EVE - Expansion,507571.7140698208
2023-07-31,EBITDA,VIVA EVE - Expansion,546152.5131656975
2023-07-31,Free Cash Flow,VIVA EVE - Expansion,-1267996.3320089623
2023-07-31,CFO,VIVA EVE - Expansion,-21737.502291520825
2023-07-31,CFI,VIVA EVE - Expansion,-548333.3333333328
2023-07-31,CFO+CFI,VIVA EVE - Expansion,-570070.8356248536
2023-07-31,CFO Additions to Working Capital,VIVA EVE - Expansion,536200.0686391244
2023-07-31,CFO Non-cash Charges,VIVA EVE - Expansion,38580.79909587666
2023-08-31,Cash Balance,VIVA EVE - Expansion,5556287.157081958
2023-08-31,Locations,VIVA EVE - Expansion,6.0
2023-08-31,Exam Room Available Hours,VIVA EVE - Expansion,11093.392857142857
2023-08-31,Exam Room Hours,VIVA EVE - Expansion,26640.0
2023-08-31,Exam Rooms,VIVA EVE - Expansion,37.0
2023-08-31,Medical Support Staff,VIVA EVE - Expansion,77.0
2023-08-31,Staff Employees,VIVA EVE - Expansion,22.0
2023-08-31,Total Employees,VIVA EVE - Expansion,113.0
2023-08-31,Ad Dollars,VIVA EVE - Expansion,318736.4792389603
2023-08-31,Impressions,VIVA EVE - Expansion,14620939.414631207
2023-08-31,Clicks,VIVA EVE - Expansion,298267.1640584766
2023-08-31,Prospects,VIVA EVE - Expansion,8709.401190507517
2023-08-31,Leads,VIVA EVE - Expansion,4836.330481088824
2023-08-31,Opportunities,VIVA EVE - Expansion,918.9027914068765
2023-08-31,New Visits,VIVA EVE - Expansion,408.31
2023-08-31,Visits,VIVA EVE - Expansion,2149.0
2023-08-31,Patient Available Hours,VIVA EVE - Expansion,756.585
2023-08-31,Provider Available Hours,VIVA EVE - Expansion,765.0
2023-08-31,Actual Hours Worked,VIVA EVE - Expansion,765.0
2023-08-31,Scheduled Hours,VIVA EVE - Expansion,765.0
2023-08-31,Provider,VIVA EVE - Expansion,14.0
2023-08-31,Net Revenue,VIVA EVE - Expansion,3312066.43004724
2023-08-31,Gross Revenue,VIVA EVE - Expansion,23657617.357480284
2023-08-31,Procedures,VIVA EVE - Expansion,11819.5
2023-08-31,Visits(excess),VIVA EVE - Expansion,2149.0
2023-08-31,Net Income,VIVA EVE - Expansion,569373.8460539046
2023-08-31,EBT,VIVA EVE - Expansion,575212.2520237768
2023-08-31,EBIT,VIVA EVE - Expansion,579286.7504938248
2023-08-31,EBITDA,VIVA EVE - Expansion,619299.6743813714
2023-08-31,Free Cash Flow,VIVA EVE - Expansion,1899705.2780612505
2023-08-31,CFO,VIVA EVE - Expansion,2035638.6213945844
2023-08-31,CFI,VIVA EVE - Expansion,-134333.33333333395
2023-08-31,CFO+CFI,VIVA EVE - Expansion,1901305.2880612505
2023-08-31,CFO Additions to Working Capital,VIVA EVE - Expansion,609386.769941451
2023-08-31,CFO Non-cash Charges,VIVA EVE - Expansion,40012.923887546494
2023-09-30,Cash Balance,VIVA EVE - Expansion,4401176.823464014
2023-09-30,Locations,VIVA EVE - Expansion,6.0
2023-09-30,Exam Room Available Hours,VIVA EVE - Expansion,11093.392857142857
2023-09-30,Exam Room Hours,VIVA EVE - Expansion,25752.0
2023-09-30,Exam Rooms,VIVA EVE - Expansion,37.0
2023-09-30,Medical Support Staff,VIVA EVE - Expansion,78.0
2023-09-30,Staff Employees,VIVA EVE - Expansion,22.0
2023-09-30,Total Employees,VIVA EVE - Expansion,114.0
2023-09-30,Ad Dollars,VIVA EVE - Expansion,288411.5402869729
2023-09-30,Impressions,VIVA EVE - Expansion,13229887.169127196
2023-09-30,Clicks,VIVA EVE - Expansion,269889.69825019484
2023-09-30,Prospects,VIVA EVE - Expansion,7880.779188905689
2023-09-30,Leads,VIVA EVE - Expansion,4376.196683599329
2023-09-30,Opportunities,VIVA EVE - Expansion,831.4773698838725
2023-09-30,New Visits,VIVA EVE - Expansion,424.65
2023-09-30,Visits,VIVA EVE - Expansion,2235.0
2023-09-30,Patient Available Hours,VIVA EVE - Expansion,731.3655
2023-09-30,Provider Available Hours,VIVA EVE - Expansion,739.5
2023-09-30,Actual Hours Worked,VIVA EVE - Expansion,739.5
2023-09-30,Scheduled Hours,VIVA EVE - Expansion,739.5
2023-09-30,Provider,VIVA EVE - Expansion,14.0
2023-09-30,Net Revenue,VIVA EVE - Expansion,3429518.59644975
2023-09-30,Gross Revenue,VIVA EVE - Expansion,24496561.4032125
2023-09-30,Procedures,VIVA EVE - Expansion,12292.5
2023-09-30,Visits(excess),VIVA EVE - Expansion,2235.0
2023-09-30,Net Income,VIVA EVE - Expansion,622627.7125444743
2023-09-30,EBT,VIVA EVE - Expansion,628467.1751918186
2023-09-30,EBIT,VIVA EVE - Expansion,632500.9018449186
2023-09-30,EBITDA,VIVA EVE - Expansion,673558.1356448743
2023-09-30,Free Cash Flow,VIVA EVE - Expansion,-1155110.3436179438
2023-09-30,CFO,VIVA EVE - Expansion,-1003877.0002846104
2023-09-30,CFI,VIVA EVE - Expansion,-149633.3333333335
2023-09-30,CFO+CFI,VIVA EVE - Expansion,-1153510.3336179438
2023-09-30,CFO Additions to Working Capital,VIVA EVE - Expansion,663684.94634443
2023-09-30,CFO Non-cash Charges,VIVA EVE - Expansion,41057.233799955706
2023-10-31,Cash Balance,VIVA EVE - Expansion,6087334.997796657
2023-10-31,Locations,VIVA EVE - Expansion,6.0
2023-10-31,Exam Room Available Hours,VIVA EVE - Expansion,11093.392857142857
2023-10-31,Exam Room Hours,VIVA EVE - Expansion,26640.0
2023-10-31,Exam Rooms,VIVA EVE - Expansion,37.0
2023-10-31,Medical Support Staff,VIVA EVE - Expansion,89.0
2023-10-31,Staff Employees,VIVA EVE - Expansion,22.0
2023-10-31,Total Employees,VIVA EVE - Expansion,127.0
2023-10-31,Ad Dollars,VIVA EVE - Expansion,317235.0499045865
2023-10-31,Impressions,VIVA EVE - Expansion,14552066.509384703
2023-10-31,Clicks,VIVA EVE - Expansion,296862.15679144795
2023-10-31,Prospects,VIVA EVE - Expansion,8668.37497831028
2023-10-31,Leads,VIVA EVE - Expansion,4813.548625455698
2023-10-31,Opportunities,VIVA EVE - Expansion,914.5742388365827
2023-10-31,New Visits,VIVA EVE - Expansion,450.49
2023-10-31,Visits,VIVA EVE - Expansion,2371.0
2023-10-31,Patient Available Hours,VIVA EVE - Expansion,756.585
2023-10-31,Provider Available Hours,VIVA EVE - Expansion,765.0
2023-10-31,Actual Hours Worked,VIVA EVE - Expansion,765.0
2023-10-31,Scheduled Hours,VIVA EVE - Expansion,765.0
2023-10-31,Provider,VIVA EVE - Expansion,16.0
2023-10-31,Net Revenue,VIVA EVE - Expansion,3620500.5863724668
2023-10-31,Gross Revenue,VIVA EVE - Expansion,25860718.474089045
2023-10-31,Procedures,VIVA EVE - Expansion,13040.5
2023-10-31,Visits(excess),VIVA EVE - Expansion,2371.0
2023-10-31,Net Income,VIVA EVE - Expansion,569910.8371530435
2023-10-31,EBT,VIVA EVE - Expansion,575653.9445147368
2023-10-31,EBIT,VIVA EVE - Expansion,580459.235921732
2023-10-31,EBITDA,VIVA EVE - Expansion,622988.273299319
2023-10-31,Free Cash Flow,VIVA EVE - Expansion,1686158.1643326434
2023-10-31,CFO,VIVA EVE - Expansion,2463604.645770048
2023-10-31,CFI,VIVA EVE - Expansion,-39400.000000000466
2023-10-31,CFO+CFI,VIVA EVE - Expansion,2424204.6457700473
2023-10-31,CFO Additions to Working Capital,VIVA EVE - Expansion,612439.8745306307
2023-10-31,CFO Non-cash Charges,VIVA EVE - Expansion,42529.03737758698
2023-11-30,Cash Balance,VIVA EVE - Expansion,4850169.875546761
2023-11-30,Locations,VIVA EVE - Expansion,6.0
2023-11-30,Exam Room Available Hours,VIVA EVE - Expansion,11093.392857142857
2023-11-30,Exam Room Hours,VIVA EVE - Expansion,25752.0
2023-11-30,Exam Rooms,VIVA EVE - Expansion,37.0
2023-11-30,Medical Support Staff,VIVA EVE - Expansion,93.0
2023-11-30,Staff Employees,VIVA EVE - Expansion,22.0
2023-11-30,Total Employees,VIVA EVE - Expansion,132.0
2023-11-30,Ad Dollars,VIVA EVE - Expansion,335974.5887152526
2023-11-30,Impressions,VIVA EVE - Expansion,15411678.381433604
2023-11-30,Clicks,VIVA EVE - Expansion,314398.23898124555
2023-11-30,Prospects,VIVA EVE - Expansion,9180.42857825237
2023-11-30,Leads,VIVA EVE - Expansion,5097.891989503541
2023-11-30,Opportunities,VIVA EVE - Expansion,968.5994780056727
2023-11-30,New Visits,VIVA EVE - Expansion,467.97
2023-11-30,Visits,VIVA EVE - Expansion,2463.0
2023-11-30,Patient Available Hours,VIVA EVE - Expansion,731.3655
2023-11-30,Provider Available Hours,VIVA EVE - Expansion,739.5
2023-11-30,Actual Hours Worked,VIVA EVE - Expansion,739.5
2023-11-30,Scheduled Hours,VIVA EVE - Expansion,739.5
2023-11-30,Provider,VIVA EVE - Expansion,17.0
2023-11-30,Net Revenue,VIVA EVE - Expansion,3768806.1301057013
2023-11-30,Gross Revenue,VIVA EVE - Expansion,26920043.786469292
2023-11-30,Procedures,VIVA EVE - Expansion,13546.5
2023-11-30,Visits(excess),VIVA EVE - Expansion,2463.0
2023-11-30,Net Income,VIVA EVE - Expansion,642343.7027744835
2023-11-30,EBT,VIVA EVE - Expansion,648087.8973959454
2023-11-30,EBIT,VIVA EVE - Expansion,652839.7088548129
2023-11-30,EBITDA,VIVA EVE - Expansion,695980.4662675124
2023-11-30,Free Cash Flow,VIVA EVE - Expansion,-1237165.132249896
2023-11-30,CFO,VIVA EVE - Expansion,-1235565.122249896
2023-11-30,CFI,VIVA EVE - Expansion,0.0
2023-11-30,CFO+CFI,VIVA EVE - Expansion,-1235565.122249896
2023-11-30,CFO Additions to Working Capital,VIVA EVE - Expansion,685484.460187183
2023-11-30,CFO Non-cash Charges,VIVA EVE - Expansion,43140.75741269954
2023-12-31,Cash Balance,VIVA EVE - Expansion,7197722.932546694
2023-12-31,Locations,VIVA EVE - Expansion,6.0
2023-12-31,Exam Room Available Hours,VIVA EVE - Expansion,11093.392857142857
2023-12-31,Exam Room Hours,VIVA EVE - Expansion,26640.0
2023-12-31,Exam Rooms,VIVA EVE - Expansion,37.0
2023-12-31,Medical Support Staff,VIVA EVE - Expansion,93.0
2023-12-31,Staff Employees,VIVA EVE - Expansion,22.0
2023-12-31,Total Employees,VIVA EVE - Expansion,132.0
2023-12-31,Ad Dollars,VIVA EVE - Expansion,358804.27683820296
2023-12-31,Impressions,VIVA EVE - Expansion,16458911.781568943
2023-12-31,Clicks,VIVA EVE - Expansion,335761.80034400645
2023-12-31,Prospects,VIVA EVE - Expansion,9804.244570044988
2023-12-31,Leads,VIVA EVE - Expansion,5444.297009745982
2023-12-31,Opportunities,VIVA EVE - Expansion,1034.4164318517367
2023-12-31,New Visits,VIVA EVE - Expansion,486.97
2023-12-31,Visits,VIVA EVE - Expansion,2563.0
2023-12-31,Patient Available Hours,VIVA EVE - Expansion,756.585
2023-12-31,Provider Available Hours,VIVA EVE - Expansion,765.0
2023-12-31,Actual Hours Worked,VIVA EVE - Expansion,765.0
2023-12-31,Scheduled Hours,VIVA EVE - Expansion,765.0
2023-12-31,Provider,VIVA EVE - Expansion,17.0
2023-12-31,Net Revenue,VIVA EVE - Expansion,3897583.711495774
2023-12-31,Gross Revenue,VIVA EVE - Expansion,27839883.65354124
2023-12-31,Procedures,VIVA EVE - Expansion,14096.5
2023-12-31,Visits(excess),VIVA EVE - Expansion,2563.0
2023-12-31,Net Income,VIVA EVE - Expansion,723795.786673874
2023-12-31,EBT,VIVA EVE - Expansion,729541.055779493
2023-12-31,EBIT,VIVA EVE - Expansion,734239.1709105293
2023-12-31,EBITDA,VIVA EVE - Expansion,777287.1539220957
2023-12-31,Free Cash Flow,VIVA EVE - Expansion,2347553.046999933
2023-12-31,CFO,VIVA EVE - Expansion,2352653.056999933
2023-12-31,CFI,VIVA EVE - Expansion,-3500.0
2023-12-31,CFO+CFI,VIVA EVE - Expansion,2349153.056999933
2023-12-31,CFO Additions to Working Capital,VIVA EVE - Expansion,766843.7696854405
2023-12-31,CFO Non-cash Charges,VIVA EVE - Expansion,43047.98301156637
2024-01-31,Cash Balance,VIVA EVE - Expansion,5812421.930353405
2024-01-31,Locations,VIVA EVE - Expansion,7.0
2024-01-31,Exam Room Available Hours,VIVA EVE - Expansion,14731.5
2024-01-31,Exam Room Hours,VIVA EVE - Expansion,30960.0
2024-01-31,Exam Rooms,VIVA EVE - Expansion,43.0
2024-01-31,Medical Support Staff,VIVA EVE - Expansion,94.0
2024-01-31,Staff Employees,VIVA EVE - Expansion,22.0
2024-01-31,Total Employees,VIVA EVE - Expansion,133.0
2024-01-31,Ad Dollars,VIVA EVE - Expansion,380849.9496795132
2024-01-31,Impressions,VIVA EVE - Expansion,17470181.177959323
2024-01-31,Clicks,VIVA EVE - Expansion,356391.6960303702
2024-01-31,Prospects,VIVA EVE - Expansion,10406.63752408681
2024-01-31,Leads,VIVA EVE - Expansion,5778.805817125405
2024-01-31,Opportunities,VIVA EVE - Expansion,1097.973105253827
2024-01-31,New Visits,VIVA EVE - Expansion,499.89
2024-01-31,Visits,VIVA EVE - Expansion,2631.0
2024-01-31,Patient Available Hours,VIVA EVE - Expansion,882.6825
2024-01-31,Provider Available Hours,VIVA EVE - Expansion,892.5
2024-01-31,Actual Hours Worked,VIVA EVE - Expansion,892.5
2024-01-31,Scheduled Hours,VIVA EVE - Expansion,892.5
2024-01-31,Provider,VIVA EVE - Expansion,17.0
2024-01-31,Net Revenue,VIVA EVE - Expansion,4044982.778957813
2024-01-31,Gross Revenue,VIVA EVE - Expansion,28892734.135412946
2024-01-31,Procedures,VIVA EVE - Expansion,14470.5
2024-01-31,Visits(excess),VIVA EVE - Expansion,2631.0
2024-01-31,Net Income,VIVA EVE - Expansion,785939.2515225279
2024-01-31,EBT,VIVA EVE - Expansion,791586.27052255
2024-01-31,EBIT,VIVA EVE - Expansion,796230.47204447
2024-01-31,EBITDA,VIVA EVE - Expansion,839285.9053594493
2024-01-31,Free Cash Flow,VIVA EVE - Expansion,-1385301.012193289
2024-01-31,CFO,VIVA EVE - Expansion,865485.394418549
2024-01-31,CFI,VIVA EVE - Expansion,-555333.3333333326
2024-01-31,CFO+CFI,VIVA EVE - Expansion,310152.06108521647
2024-01-31,CFO Additions to Working Capital,VIVA EVE - Expansion,828994.6848375073
2024-01-31,CFO Non-cash Charges,VIVA EVE - Expansion,43055.43331497935
2024-02-29,Cash Balance,VIVA EVE - Expansion,6025447.50588778
2024-02-29,Locations,VIVA EVE - Expansion,7.0
2024-02-29,Exam Room Available Hours,VIVA EVE - Expansion,14731.5
2024-02-29,Exam Room Hours,VIVA EVE - Expansion,28896.0
2024-02-29,Exam Rooms,VIVA EVE - Expansion,43.0
2024-02-29,Medical Support Staff,VIVA EVE - Expansion,96.0
2024-02-29,Staff Employees,VIVA EVE - Expansion,22.0
2024-02-29,Total Employees,VIVA EVE - Expansion,135.0
2024-02-29,Ad Dollars,VIVA EVE - Expansion,396743.68225097365
2024-02-29,Impressions,VIVA EVE - Expansion,18199251.47940246
2024-02-29,Clicks,VIVA EVE - Expansion,371264.7301798102
2024-02-29,Prospects,VIVA EVE - Expansion,10840.930121250458
2024-02-29,Leads,VIVA EVE - Expansion,6019.96849633038
2024-02-29,Opportunities,VIVA EVE - Expansion,1143.7940143027722
2024-02-29,New Visits,VIVA EVE - Expansion,513.95
2024-02-29,Visits,VIVA EVE - Expansion,2705.0
2024-02-29,Patient Available Hours,VIVA EVE - Expansion,823.837
2024-02-29,Provider Available Hours,VIVA EVE - Expansion,833.0
2024-02-29,Actual Hours Worked,VIVA EVE - Expansion,833.0
2024-02-29,Scheduled Hours,VIVA EVE - Expansion,833.0
2024-02-29,Provider,VIVA EVE - Expansion,17.0
2024-02-29,Net Revenue,VIVA EVE - Expansion,4172976.147649896
2024-02-29,Gross Revenue,VIVA EVE - Expansion,29806972.48321354
2024-02-29,Procedures,VIVA EVE - Expansion,14877.5
2024-02-29,Visits(excess),VIVA EVE - Expansion,2705.0
2024-02-29,Net Income,VIVA EVE - Expansion,835295.6335983519
2024-02-29,EBT,VIVA EVE - Expansion,841135.4833698492
2024-02-29,EBIT,VIVA EVE - Expansion,845725.5530960286
2024-02-29,EBITDA,VIVA EVE - Expansion,890254.6180835045
2024-02-29,Free Cash Flow,VIVA EVE - Expansion,213025.56553437526
2024-02-29,CFO,VIVA EVE - Expansion,348958.9088677092
2024-02-29,CFI,VIVA EVE - Expansion,-134333.33333333395
2024-02-29,CFO+CFI,VIVA EVE - Expansion,214625.57553437527
2024-02-29,CFO Additions to Working Capital,VIVA EVE - Expansion,879824.6985858277
2024-02-29,CFO Non-cash Charges,VIVA EVE - Expansion,44529.064987475875
2024-03-31,Cash Balance,VIVA EVE - Expansion,6905317.525191837
2024-03-31,Locations,VIVA EVE - Expansion,7.0
2024-03-31,Exam Room Available Hours,VIVA EVE - Expansion,14731.5
2024-03-31,Exam Room Hours,VIVA EVE - Expansion,30960.0
2024-03-31,Exam Rooms,VIVA EVE - Expansion,43.0
2024-03-31,Medical Support Staff,VIVA EVE - Expansion,97.0
2024-03-31,Staff Employees,VIVA EVE - Expansion,22.0
2024-03-31,Total Employees,VIVA EVE - Expansion,136.0
2024-03-31,Ad Dollars,VIVA EVE - Expansion,371976.728359903
2024-03-31,Impressions,VIVA EVE - Expansion,17063152.67705977
2024-03-31,Clicks,VIVA EVE - Expansion,348088.31461201934
2024-03-31,Prospects,VIVA EVE - Expansion,10164.178786670966
2024-03-31,Leads,VIVA EVE - Expansion,5644.168480238387
2024-03-31,Opportunities,VIVA EVE - Expansion,1072.3920112452936
2024-03-31,New Visits,VIVA EVE - Expansion,529.34
2024-03-31,Visits,VIVA EVE - Expansion,2786.0
2024-03-31,Patient Available Hours,VIVA EVE - Expansion,882.6825
2024-03-31,Provider Available Hours,VIVA EVE - Expansion,892.5
2024-03-31,Actual Hours Worked,VIVA EVE - Expansion,892.5
2024-03-31,Scheduled Hours,VIVA EVE - Expansion,892.5
2024-03-31,Provider,VIVA EVE - Expansion,17.0
2024-03-31,Net Revenue,VIVA EVE - Expansion,4313427.25103576
2024-03-31,Gross Revenue,VIVA EVE - Expansion,30810194.650255427
2024-03-31,Procedures,VIVA EVE - Expansion,15323.0
2024-03-31,Visits(excess),VIVA EVE - Expansion,2786.0
2024-03-31,Net Income,VIVA EVE - Expansion,898697.1869599054
2024-03-31,EBT,VIVA EVE - Expansion,904538.0803123277
2024-03-31,EBIT,VIVA EVE - Expansion,909073.7991470317
2024-03-31,EBITDA,VIVA EVE - Expansion,954651.9283407605
2024-03-31,Free Cash Flow,VIVA EVE - Expansion,879870.0093040572
2024-03-31,CFO,VIVA EVE - Expansion,1032103.3526373907
2024-03-31,CFI,VIVA EVE - Expansion,-150633.3333333335
2024-03-31,CFO+CFI,VIVA EVE - Expansion,881470.0193040572
2024-03-31,CFO Additions to Working Capital,VIVA EVE - Expansion,944275.3161536342
2024-03-31,CFO Non-cash Charges,VIVA EVE - Expansion,45578.129193728746
2024-04-30,Cash Balance,VIVA EVE - Expansion,6718449.152029377
2024-04-30,Locations,VIVA EVE - Expansion,7.0
2024-04-30,Exam Room Available Hours,VIVA EVE - Expansion,14731.5
2024-04-30,Exam Room Hours,VIVA EVE - Expansion,29928.0
2024-04-30,Exam Rooms,VIVA EVE - Expansion,43.0
2024-04-30,Medical Support Staff,VIVA EVE - Expansion,109.0
2024-04-30,Staff Employees,VIVA EVE - Expansion,22.0
2024-04-30,Total Employees,VIVA EVE - Expansion,150.0
2024-04-30,Ad Dollars,VIVA EVE - Expansion,401933.029277639
2024-04-30,Impressions,VIVA EVE - Expansion,18437294.920992613
2024-04-30,Clicks,VIVA EVE - Expansion,376120.81638824934
2024-04-30,Prospects,VIVA EVE - Expansion,10982.72783853688
2024-04-30,Leads,VIVA EVE - Expansion,6098.708768739531
2024-04-30,Opportunities,VIVA EVE - Expansion,1158.7546660605108
2024-04-30,New Visits,VIVA EVE - Expansion,557.65
2024-04-30,Visits,VIVA EVE - Expansion,2935.0
2024-04-30,Patient Available Hours,VIVA EVE - Expansion,853.2597499999999
2024-04-30,Provider Available Hours,VIVA EVE - Expansion,862.75
2024-04-30,Actual Hours Worked,VIVA EVE - Expansion,862.75
2024-04-30,Scheduled Hours,VIVA EVE - Expansion,862.75
2024-04-30,Provider,VIVA EVE - Expansion,19.0
2024-04-30,Net Revenue,VIVA EVE - Expansion,4545449.785782982
2024-04-30,Gross Revenue,VIVA EVE - Expansion,32467498.46987844
2024-04-30,Procedures,VIVA EVE - Expansion,16142.5
2024-04-30,Visits(excess),VIVA EVE - Expansion,2935.0
2024-04-30,Net Income,VIVA EVE - Expansion,870017.3521903453
2024-04-30,EBT,VIVA EVE - Expansion,875858.0555361522
2024-04-30,EBIT,VIVA EVE - Expansion,881151.7034707469
2024-04-30,EBITDA,VIVA EVE - Expansion,928193.7798779262
2024-04-30,Free Cash Flow,VIVA EVE - Expansion,-186868.3831624596
2024-04-30,CFO,VIVA EVE - Expansion,910822.1595652099
2024-04-30,CFI,VIVA EVE - Expansion,-20999.999999999534
2024-04-30,CFO+CFI,VIVA EVE - Expansion,889822.1595652103
2024-04-30,CFO Additions to Working Capital,VIVA EVE - Expansion,917059.4285975246
2024-04-30,CFO Non-cash Charges,VIVA EVE - Expansion,47042.076407179324
2024-05-31,Cash Balance,VIVA EVE - Expansion,7465739.868124053
2024-05-31,Locations,VIVA EVE - Expansion,7.0
2024-05-31,Exam Room Available Hours,VIVA EVE - Expansion,14731.5
2024-05-31,Exam Room Hours,VIVA EVE - Expansion,30960.0
2024-05-31,Exam Rooms,VIVA EVE - Expansion,43.0
2024-05-31,Medical Support Staff,VIVA EVE - Expansion,109.0
2024-05-31,Staff Employees,VIVA EVE - Expansion,22.0
2024-05-31,Total Employees,VIVA EVE - Expansion,150.0
2024-05-31,Ad Dollars,VIVA EVE - Expansion,421930.23995431
2024-05-31,Impressions,VIVA EVE - Expansion,19354598.163041744
2024-05-31,Clicks,VIVA EVE - Expansion,394833.8025260516
2024-05-31,Prospects,VIVA EVE - Expansion,11529.147033760706
2024-05-31,Leads,VIVA EVE - Expansion,6402.13534784732
2024-05-31,Opportunities,VIVA EVE - Expansion,1216.4057160909908
2024-05-31,New Visits,VIVA EVE - Expansion,577.98
2024-05-31,Visits,VIVA EVE - Expansion,3042.0
2024-05-31,Patient Available Hours,VIVA EVE - Expansion,882.6825
2024-05-31,Provider Available Hours,VIVA EVE - Expansion,892.5
2024-05-31,Actual Hours Worked,VIVA EVE - Expansion,892.5
2024-05-31,Scheduled Hours,VIVA EVE - Expansion,892.5
2024-05-31,Provider,VIVA EVE - Expansion,19.0
2024-05-31,Net Revenue,VIVA EVE - Expansion,4714016.087517177
2024-05-31,Gross Revenue,VIVA EVE - Expansion,33671543.48226555
2024-05-31,Procedures,VIVA EVE - Expansion,16731.0
2024-05-31,Visits(excess),VIVA EVE - Expansion,3042.0
2024-05-31,Net Income,VIVA EVE - Expansion,1009233.3751611835
2024-05-31,EBT,VIVA EVE - Expansion,1015075.1131743108
2024-05-31,EBIT,VIVA EVE - Expansion,1020301.588691548
2024-05-31,EBITDA,VIVA EVE - Expansion,1067605.4755055895
2024-05-31,Free Cash Flow,VIVA EVE - Expansion,747290.706094676
2024-05-31,CFO,VIVA EVE - Expansion,749890.716094676
2024-05-31,CFI,VIVA EVE - Expansion,-1000.0
2024-05-31,CFO+CFI,VIVA EVE - Expansion,748890.716094676
